submission_id,request_id,participant_id,participant_session_id,image_id,survey_index,description,word_count,feedback,time_spent_seconds,is_survey,is_attention_check,attention_passed,flagged_too_fast,quality_score,alignment_score,ip_hash,user_agent,device_type,extra_metadata,tab_switch_count,page_close_attempts,network_disconnects,survey_time_spent_seconds,survey_page_views,survey_tab_switches,survey_page_close_attempts,survey_network_disconnects,survey_max_scroll_depth_pct,survey_clicks,survey_keypresses,created_at,attention_tier,attention_confidence,expected_term_recall,matched_term_count,expected_term_count,distinct_word_count,descriptive_token_count,writing_quality_score,behavior_risk_score,alignment_precision,alignment_recall,alignment_object_f1,alignment_relation_score,alignment_scene_consistency_score,alignment_wrong_object_penalty,alignment_natural_language_score,alignment_stuffing_penalty,consecutive_failures,hard_flag_triggered,soft_flag_triggered,supporting_signals,too_fast_score,too_fast_threshold_seconds,too_fast_margin_seconds,copy_paste_likelihood_score,typing_effort_risk,speed_risk,session_integrity_risk,watchlist_triggered,enforcement_status,soft_review_recommended,submission_id,time_before_typing_seconds,edit_count,backspace_count,avg_keystroke_interval_seconds,keystroke_variance,pause_count,avg_pause_duration_seconds,revision_bursts,hesitation_score,submitted_without_typing_pause,confidence_rating,difficulty_self_report,first_view_duration_seconds,writing_duration_seconds,object_mention_count,spatial_mention_count,reference_coverage,detail_density_score,id_img,image_id_img,url,is_active,edits_per_word,pauses_per_word,typing_speed,cognitive_load,quality_score_proxy,alignment_proxy,strain_index,split
367,43d2b630-f359-4902-9ed5-8893e99c66af,392,702.0,61,1.0,A cute little dragon is sitting on a rock in a colorful fantasy scene. It has big shiny eyes small wings and tiny horns on its head. Around it there are flowers crystals and soft glowing lights. In the background mountains and clouds make the view look calm and magical. The whole image feels cheerful bright and very adorable and very easy to describe image,65,Good clear and understanding image,319.852,False,True,True,False,0.7455,0.6592,9827e5003554803c185f3bf67922bb164c3f2d84ef133e11a07ab062d7cc79a4,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['eye', 'mountain', 'rock'], 'missed': [], 'correct': ['cloud', 'dragon', 'flower'], 'relation_hits': [], 'style_metrics': {'token_count': 62.0, 'unique_ratio': 0.8065, 'sentence_count': 4.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0161, 'relation_term_density': 0.1129, 'repeated_bigram_ratio': 0.0164, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 50, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",1,0,0,319.824,1,1,0,0,100,14,316,2026-04-06 07:30:05.732184+00:00,pass,1.0,1.0,3.0,3.0,50,37.0,0.6046,0.0144,0.5,1.0,0.6667,0.0,1.0,0.0275,1.0,0.0,0,False,False,"{'alignment_score': 0.6592, 'alignment_recall': 1.0, 'matched_term_count': 3, 'distinct_word_count': 50, 'expected_term_count': 3, 'expected_term_recall': 1.0, 'descriptive_token_count': 37}",0.0,104.75,-215.1,0.0,0.0,0.0,0.09,False,normal,False,367,19.836,313,205,0.956593,24.892124,22,10.034273,14,0.9007,False,4,2,19.836,300.016,6,0,1.0,0.6731,61,61.svg,https://d15t657aq01nli.cloudfront.net/61.svg,True,4.815384615384615,0.3384615384615385,0.20321898878231184,4.0858561582572195,0.158966459161582,0.9118824013595843,0.261290169325747,train
368,75a84820-736a-4fb7-96fb-820205a25ed8,400,711.0,215,1.0,A colorful imaginative scene shows a cozy room blending with outer space. A rocket shaped like a fish floats among planets and stars. A small teddy bear sits beside a purple couch gazing upward. Whimsical clouds and glowing orbits create a dreamy playful atmosphere full of curiosity and wonder around.Dreamy space scene with rocket planets couch and teddy.its,60,All is good,212.436,True,False,0,False,0.6541,0.6324,b33ab23c1edb6a2ab5e2cc1ad132e1f18a5d0138353ec591f9f939e6e3234f50,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['cloud'], 'missed': ['bedroom'], 'correct': ['planet', 'space'], 'relation_hits': [], 'style_metrics': {'token_count': 53.0, 'unique_ratio': 0.7925, 'sentence_count': 5.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0377, 'relation_term_density': 0.0755, 'repeated_bigram_ratio': 0.0, 'natural_language_score': 1.0}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 1, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 1, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': True, 'participant_enforcement_score': 0.0}}",0,0,0,212.421,1,0,0,0,100,9,16,2026-04-06 07:30:08.052381+00:00,0,0.0,0.0,0.0,0.0,42,0.0,0.567,0.3221,0.6667,0.6667,0.6667,0.0,0.8,0.0117,1.0,0.0,0,False,False,{},0.12,141.67,-70.77,0.5389,0.34,0.12,0.0,False,normal,True,368,139.631,16,0,4.5960665,120.78987,3,21.681667,0,0.825,False,3,4,139.631,72.805,3,1,0.6667,0.6792,215,214.jpg,https://d15t657aq01nli.cloudfront.net/214.jpg,True,0.26666666666666666,0.05,0.2824380048579337,4.773356477806294,0.12087240807880063,0.7331442420852278,0.007220029356368661,train
369,2b887b6b-cdff-4432-bc48-bfc638d6853e,378,688.0,182,1.0,people childrens Mail box  park Nathi is good for my life and how to work with java and. javaq and java is not good for future and howto work dusvhasuvs havshsv dhwhbw su e eheg have ud eyeh us hw ye hus hev eugve s uhsbe is uw su. uebeh7e uebeueb ahgavsgwvwy wuwhwh euwu. wuwh e euwv  2uuwh euwhge ehehue  hahshshs,61,thtrss,355.569,True,False,0,False,0.6507,0.126,432a485a4f8279f5ff16f9f20eef14a78d77a3bb5d2f3d183fc04e5da232ef5b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': [], 'missed': ['flower', 'playground', 'tent'], 'correct': [], 'relation_hits': [], 'style_metrics': {'token_count': 56.0, 'unique_ratio': 0.8214, 'sentence_count': 3.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.0179, 'repeated_bigram_ratio': 0.0182, 'natural_language_score': 0.9}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,355.521,1,0,0,0,100,43,507,2026-04-06 07:30:08.390526+00:00,0,0.0,0.0,0.0,0.0,46,0.0,0.4847,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0,False,False,{},0.0,123.0,-232.57,0.03,0.0,0.0,0.0,False,normal,False,369,20.794,498,125,0.6691469,9.9278755,20,10.59525,9,0.8994,False,5,3,20.794,334.775,0,0,0.0,0.5521,182,171.jpeg,https://d15t657aq01nli.cloudfront.net/171.jpeg,True,8.163934426229508,0.32786885245901637,0.171556013038257,4.099095376641477,0.13289527842398902,0.09279554454578436,0.314401304691172,train
370,1aba3afa-7ca7-4440-a6fb-6f25ec6a32ca,416,731.0,46,2.0,This image shows a cute cartoon koala sitting on a tree branch. The koala has soft grey fur big round eyes and a small black nose. It is holding the branch with its arms and legs looking calm and relaxed. In the background there is a beautiful sunset with warm orange colors and a glowing sun. Small birds are flying in the sky creating a peaceful and natural scene.,69,This image nice,62.478,True,False,0,False,0.7268,0.6735,bdb20dd504ccac67d8ae82a88dc21fc6001ec029f6e53838abb45d944a41a132,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['bird', 'branch', 'eye'], 'missed': ['cloud'], 'correct': ['koala', 'sun', 'tree'], 'relation_hits': [['koala', 'on', 'tree'], ['koala', 'sitting', 'tree']], 'style_metrics': {'token_count': 63.0, 'unique_ratio': 0.7937, 'sentence_count': 5.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0635, 'relation_term_density': 0.1429, 'repeated_bigram_ratio': 0.0161, 'natural_language_score': 1.0}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",1,0,0,63.894,1,1,0,0,100,8,51,2026-04-06 07:30:27.155462+00:00,0,0.0,0.0,0.0,0.0,50,0.0,0.5535,0.0232,0.5,0.75,0.6,0.6667,0.85,0.0225,1.0,0.0,0,False,False,{},0.304,131.31,68.83,0.0,0.0,0.304,0.09,False,normal,False,370,11.376,46,15,1.0882666,13.240266,4,9.73125,1,0.6153,False,4,4,11.376,51.102,6,0,0.75,0.6141,46,46.svg,https://d15t657aq01nli.cloudfront.net/46.svg,True,0.6666666666666666,0.057971014492753624,1.104388744838183,3.860658558312803,0.1695166979624213,0.7183725446578253,0.029862347460785234,train
229,f73972a7-5118-4519-bc30-432c07ba722b,258,450.0,61,1.0,A cute dinosaur standing on a small piece of rock and the surrounding is also very colourful and bright. Feels like an cheerful and very cute picture with mountians and birds who seem to be very happy and enthusiastic. Dinosaur seem to be very happy. Flowers are blooming very nicely. Sky is just in its best way it can be possible with clearance of joy and peace.,67,Very good,317.544,False,True,False,False,0.5208,0.3838,a772916211e288f110eb566be097c891f38e7ef7adccbcc8bdccb5c55120ab2e,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['bird', 'rock'], 'missed': ['cloud', 'dragon'], 'correct': ['flower'], 'relation_hits': [], 'style_metrics': {'token_count': 65.0, 'unique_ratio': 0.7077, 'sentence_count': 5.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0, 'relation_term_density': 0.0769, 'repeated_bigram_ratio': 0.0625, 'natural_language_score': 0.994}}, 'attention': {'strict': True, 'suspicious': True, 'recall_weak': True, 'alignment_weak': True, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 46, 'repetitive_template_detected': False}, 'enforcement': {'combined_suspicion': False, 'enforcement_status': 'watchlist', 'watchlist_triggered': True, 'contradiction_signals': ['attention_fail_requires_quality_cap'], 'soft_review_recommended': False, 'participant_enforcement_score': 0.2476}}",0,0,0,317.535,1,0,0,0,100,10,486,2026-04-01 00:01:26.343340+00:00,fail,0.45,0.3333,1.0,3.0,46,34.0,0.5454,0.28,0.3333,0.3333,0.3333,0.0,0.6,0.0233,0.994,0.0,1,False,False,"{'alignment_score': 0.3838, 'alignment_recall': 0.3333, 'matched_term_count': 1, 'distinct_word_count': 46, 'expected_term_count': 3, 'expected_term_recall': 0.3333, 'descriptive_token_count': 34}",0.0,95.88,-221.66,0.0,0.0,0.0,0.0,True,watchlist,False,229,20.602,483,66,0.6093568,4.222764,24,5.89875,7,0.9296,False,3,2,20.602,296.942,3,0,0.3333,0.5648,61,61.svg,https://d15t657aq01nli.cloudfront.net/61.svg,True,7.208955223880597,0.3582089552238806,0.2109943818809362,4.618880958463215,0.15103448607235706,0.3746804588806345,0.27699722262402976,train
230,04cdb0b4-0dd4-4683-b05c-823021138ba1,258,450.0,63,2.0,A forest full of trees and greenary where a very cute chile of fox is having fruits. Fruits include blue berry and black berry. It feels like spring season has just arrived as some leaves are fallen on the ground and picture gives a very peacefull spring season vibes. Fox is looking verh happy while eating and is very a small pendant of chestnut around is neck. Nature is just on its peak with peacefull vibes.,76,Very nice,297.508,True,False,0,False,0.779,0.7867,a772916211e288f110eb566be097c891f38e7ef7adccbcc8bdccb5c55120ab2e,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['tree'], 'missed': [], 'correct': ['berry', 'forest', 'fox'], 'relation_hits': [], 'style_metrics': {'token_count': 72.0, 'unique_ratio': 0.7222, 'sentence_count': 5.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0694, 'relation_term_density': 0.0833, 'repeated_bigram_ratio': 0.0282, 'natural_language_score': 1.0}}, 'enforcement': {'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.1238}}",0,0,0,299.122,1,0,0,0,100,16,589,2026-04-01 00:06:25.103383+00:00,0,0.0,0.0,0.0,0.0,52,0.0,0.6354,0.0,0.75,1.0,0.8571,0.0,1.0,0.0104,1.0,0.0,0,False,False,{},0.0,129.64,-167.87,0.0,0.0,0.0,0.0,False,normal,False,230,13.658,587,82,0.48009896,1.3592664,25,4.41556,8,0.6858,False,4,2,13.658,283.85,4,0,1.0,0.6666,63,63.svg,https://d15t657aq01nli.cloudfront.net/63.svg,True,7.723684210526316,0.32894736842105265,0.25545531548731465,3.643147033373652,0.19610667261557976,0.8926733688862097,0.3375610265090213,train
371,5ef46e89-89f4-423c-bbf4-b8804f449c75,375,685.0,45,1.0,A quava siting on branch catching moon at night.In background there is starry sky blue with cloud. It seems happy. There is mountain in the background.Moons is half moon.there are many stars in background.This image is beautiful.ot seems very happy holding it.there is only one branch showing where it is sitting.some clouds are hidden behind mountain.,63,Please give image which we can easily describe or give discriable things in image,441.875,False,True,True,False,0.7181,0.6358,dd059ee343e76e6d603c25689174750d57b3e532d2d776bc122d5af2aa884ae9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['branch', 'mountain'], 'missed': ['koala'], 'correct': ['cloud', 'moon', 'star'], 'relation_hits': [], 'style_metrics': {'token_count': 62.0, 'unique_ratio': 0.6774, 'sentence_count': 10.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0484, 'relation_term_density': 0.129, 'repeated_bigram_ratio': 0.0492, 'natural_language_score': 0.9793}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 4, 'keyword_missing': False, 'distinct_word_count': 42, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",0,0,0,441.857,1,0,0,0,100,14,483,2026-04-06 07:30:27.501257+00:00,pass,0.82,0.75,3.0,4.0,42,27.0,0.6344,0.0,0.6,0.75,0.6667,0.0,0.85,0.016,0.9793,0.0,0,False,False,"{'alignment_score': 0.6358, 'alignment_recall': 0.75, 'matched_term_count': 3, 'distinct_word_count': 42, 'expected_term_count': 4, 'expected_term_recall': 0.75, 'descriptive_token_count': 27}",0.0,102.46,-339.42,0.0,0.0,0.0,0.0,False,normal,False,371,20.237999,478,46,0.8647736,9.285787,31,7.964452,6,0.9238,False,3,3,20.237999,421.637,5,1,0.75,0.6162,45,45.svg,https://d15t657aq01nli.cloudfront.net/45.svg,True,7.587301587301587,0.49206349206349204,0.14257425742574256,5.2886971370307805,0.12950553900542625,0.716642539420115,0.26437063769782393,train
372,d15a7b5d-0c0e-4e64-ad42-ad83f8c7e904,419,735.0,47,1.0,The image shows a cute cartoon penguin sitting in a snowy environment. The penguin is holding a large cup filled with a hot drink which looks like tea or coffee. Around the penguin there are several red and pink hearts floating giving a warm and loving feeling. Small snowflakes are also visible in the background suggesting a cold winter setting. The penguin appears happy and cozy while enjoying its drink. Overall the image creates a calm cute and comforting mood.,80,Very good,189.398,False,True,True,False,0.8059,0.9276,b9ee4d8ba8e8552aee009b79866b54a2b6550059e15bf6a366381d31b6e2eab0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['heart'], 'missed': [], 'correct': ['coffee', 'cup', 'penguin', 'tea'], 'relation_hits': [['coffee', 'around', 'penguin'], ['penguin', 'holding', 'cup'], ['tea', 'around', 'penguin']], 'style_metrics': {'token_count': 73.0, 'unique_ratio': 0.7808, 'sentence_count': 6.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0959, 'relation_term_density': 0.0822, 'repeated_bigram_ratio': 0.0417, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 4, 'keyword_missing': False, 'distinct_word_count': 57, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",3,0,0,189.356,1,3,0,0,100,7,32,2026-04-06 07:30:50.226750+00:00,pass,1.0,1.0,4.0,4.0,57,39.0,0.6692,0.0432,0.8,1.0,0.8889,1.0,1.0,0.008,1.0,0.0,0,False,False,"{'alignment_score': 0.9276, 'alignment_recall': 1.0, 'matched_term_count': 4, 'distinct_word_count': 57, 'expected_term_count': 4, 'expected_term_recall': 1.0, 'descriptive_token_count': 39}",0.0,135.86,-53.54,0.0,0.0,0.0,0.27,False,normal,False,372,142.385,27,10,1.6794615,46.285706,2,18.789999,1,0.8167,False,3,2,142.385,47.013,5,0,1.0,0.681,47,47.svg,https://d15t657aq01nli.cloudfront.net/47.svg,True,0.3375,0.025,0.42239094393816196,3.813043068566656,0.2218731512517993,0.9142357188531791,0.017835332409340914,test
374,f66c2336-c154-458a-8d35-2042b091ce8c,388,698.0,87,1.0,There is 4 type of different dogs. One is sleeping. One is eating food. One is pulling blanket. One is looking at front. The room is dirty. There is a window and Some flowers pots. There is bones on the floor. There is books on table. There is nice sunlight in the room. All dogs are looking innocent and preety. One is sleeping on the couch.,65,It is easy to understand that what is in the picture,385.988,True,False,0,False,0.6501,0.3003,f3902f503bf62e8ef766edd26d418a0bdb4bb477c2153896d6fbd87bc92cee10,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['flower'], 'missed': ['living room', 'pet bed'], 'correct': ['dog'], 'relation_hits': [], 'style_metrics': {'token_count': 64.0, 'unique_ratio': 0.5625, 'sentence_count': 12.0, 'stuffing_penalty': 0.1215, 'object_token_density': 0.0, 'relation_term_density': 0.1094, 'repeated_bigram_ratio': 0.1746, 'natural_language_score': 0.9234}}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",1,0,0,385.974,1,1,0,0,100,25,465,2026-04-06 07:31:05.476068+00:00,0,0.0,0.0,0.0,0.0,36,0.0,0.5045,0.025,0.5,0.3333,0.4,0.0,0.6,0.0142,0.9234,0.1215,0,False,False,{},0.0,130.06,-255.93,0.0266,0.0,0.0,0.09,False,normal,False,374,20.248,404,28,0.8982308,8.059662,35,6.6865144,6,0.924,False,4,4,20.248,365.74,2,1,0.3333,0.5889,87,87.svg,https://d15t657aq01nli.cloudfront.net/87.svg,True,6.2153846153846155,0.5384615384615384,0.16839901758603895,5.2730156623957285,0.11680294858794311,0.3912998573965769,0.2178423888875589,train
375,3bbb7aba-ce93-45f9-8e44-f7ebf8924cd6,383,693.0,2,1.0,In the image there is a rabit which looks innocent and is sitting in grass with carrot holding in hands and a soft pastel background.from a critical thinking give answer perpesctive it is designed to attract attention and create a feeling if comfort and happiness .it has very deel meaning here the rabit shows the nature of a soul which is very pleasant and kind to other .,68,I was nice and fine,429.146,False,True,True,False,0.8312,0.92,ca7e28394298f3ec608a04ef61f0c8959bf4c98aa5929cc9c2bddcf7432a9633,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",mobile,"{'alignment': {'wrong': [], 'missed': [], 'correct': ['carrot', 'grass', 'rabbit'], 'relation_hits': [['grass', 'with', 'carrot']], 'style_metrics': {'token_count': 63.0, 'unique_ratio': 0.746, 'sentence_count': 3.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.0317, 'relation_term_density': 0.0952, 'repeated_bigram_ratio': 0.0, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 47, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",7,0,0,429.124,1,7,0,0,100,24,564,2026-04-06 07:31:15.117750+00:00,pass,1.0,1.0,3.0,3.0,47,34.0,0.6424,0.072,1.0,1.0,1.0,0.3333,1.0,0.0,1.0,0.0,0,False,False,"{'alignment_score': 0.92, 'alignment_recall': 1.0, 'matched_term_count': 3, 'distinct_word_count': 47, 'expected_term_count': 3, 'expected_term_recall': 1.0, 'descriptive_token_count': 34}",0.0,113.1,-316.05,0.0,0.0,0.0,0.45,False,normal,False,375,10.856,577,144,0.72159547,14.519406,33,8.673212,12,0.7737,False,5,3,10.856,418.29,2,0,0.6667,0.6233,2,2.svg,https://d15t657aq01nli.cloudfront.net/2.svg,True,8.485294117647058,0.4852941176470588,0.1584542323591505,4.087603314639008,0.15787141811996686,0.6374743520041921,0.3639481938636162,train
378,a3a0b197-11b5-4ce8-b63a-977ed6d03b09,405,717.0,50,1.0,A cute colorful baby dragon sits on a rock in a magical night scene surrounded by glowing crystals flowers and twinkling stars. The dragon has small wings bright eyes and tiny horns with soft pastel shades. The dreamy background features gentle light trails creating a fantasy atmosphere that feels calm enchanting and playful very peaceful overall. Soft light trails swirl through the sky while twinkling stars add a dreamy glow. The peaceful scene feels enchanting whimsical and full of gentle fantasy charm.,82,This image is very beautiful and easy to describe,302.668,False,True,True,False,0.778,0.7157,59e52523c9c0e81b1f5e09a0e2e105cd69301ace36785b73ed7cb801a2495c25,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",mobile,"{'alignment': {'wrong': ['eye', 'rock'], 'missed': [], 'correct': ['dragon', 'flower', 'star'], 'relation_hits': [], 'style_metrics': {'token_count': 77.0, 'unique_ratio': 0.7532, 'sentence_count': 5.0, 'stuffing_penalty': 0.0, 'object_token_density': 0.026, 'relation_term_density': 0.039, 'repeated_bigram_ratio': 0.0263, 'natural_language_score': 1.0}}, 'attention': {'strict': True, 'suspicious': False, 'recall_weak': False, 'alignment_weak': False, 'core_term_count': 3, 'keyword_missing': False, 'distinct_word_count': 58, 'repetitive_template_detected': False}, 'enforcement': {'survey_counters': {'recent_hard_evidence_count': 0, 'recent_high_copy_paste_count': 0, 'participant_enforcement_score': 0.0, 'recent_attention_concern_count': 0, 'recent_suspicious_survey_count': 0, 'recent_combined_suspicion_count': 0}, 'combined_suspicion': False, 'enforcement_status': 'normal', 'watchlist_triggered': False, 'contradiction_signals': [], 'soft_review_recommended': False, 'participant_enforcement_score': 0.0}}",2,0,0,302.66,1,2,0,0,100,12,100,2026-04-06 07:31:20.976435+00:00,pass,1.0,1.0,3.0,3.0,58,45.0,0.6743,0.0288,0.6,1.0,0.75,0.0,1.0,0.0193,1.0,0.0,0,False,False,"{'alignment_score': 0.7157, 'alignment_recall': 1.0, 'matched_term_count': 3, 'distinct_word_count': 58, 'expected_term_count': 3, 'expected_term_recall': 1.0, 'descriptive_token_count': 45}",0.0,140.19,-162.48,0.0,0.0,0.0,0.18,False,normal,False,378,33.637,95,27,2.8372767,194.70078,6,40.9605,2,0.85,False,5,1,33.637,269.031,5,0,1.0,0.7022,50,50.svg,https://d15t657aq01nli.cloudfront.net/50.svg,True,1.1585365853658536,0.07317073170731707,0.2709239166347285,2.8436218807928317,0.2305088547102376,0.8975187945755932,0.06087023235878491,train
